靡ㄩ絏,るら,Μ絃基(じ)
1301 鹅,2018/10/26,98.2
1303 玭ㄈ,2018/10/26,75.1
1326 て,2018/10/26,107.5
1402 环狥穝,2018/10/26,30
2002 い葵,2018/10/26,23.65
2105 タ穝,2018/10/26,41.55
2207 ㎝ó,2018/10/26,201.5
2301 腳,2018/10/26,35.4
2303 羛筿,2018/10/26,11.7
2308 笷筿,2018/10/26,121.5
2317 翬,2018/10/26,76.2
2327 瓣エ,2018/10/26,324
2330 縩筿,2018/10/26,221
2357 地河,2018/10/26,229
2382 約笷,2018/10/26,47.5
2395 地,2018/10/26,206
2408 玭ㄈ,2018/10/26,46
2409 ね笷,2018/10/26,11.5
2412 い地筿,2018/10/26,109
2454 羛祇,2018/10/26,202
2474 Θ,2018/10/26,296
2633 芖蔼臟,2018/10/26,29.5
2801 裹蝗,2018/10/26,17.25
2823 い关,2018/10/26,28.3
2880 地玭,2018/10/26,17.25
2881 碔ü,2018/10/26,47.1
2882 瓣,2018/10/26,47.4
2883 秨祇,2018/10/26,9.55
2884 ド,2018/10/26,19.85
2885 じ,2018/10/26,14.55
2886 伦,2018/10/26,25.35
2887 穝,2018/10/26,13.4
2890 ッ伦,2018/10/26,10.1
2891 い獺,2018/10/26,19.9
2892 材,2018/10/26,19.5
2912 参禬,2018/10/26,343
3008 ミ,2018/10/26,"3,210"
3045 芖,2018/10/26,110
3481 竤承,2018/10/26,9.01
4904 环肚,2018/10/26,72.1
4938 ㎝河,2018/10/26,54.5
5871 い-KY,2018/10/26,85
5880 畐,2018/10/26,17.1
6505 鹅て,2018/10/26,118.5
9904 腳Θ,2018/10/26,29.55
3711 らるщ北,2018/10/26,61.7
5876 坝蝗,2018/10/26,36.45
1101 猟,2018/10/29,33.9
1102 ㄈ猟,2018/10/29,30.75
1216 参,2018/10/29,76.7
1301 鹅,2018/10/29,98.8
1303 玭ㄈ,2018/10/29,75.8
1326 て,2018/10/29,108.5
1402 环狥穝,2018/10/29,29.95
2002 い葵,2018/10/29,23.75
2105 タ穝,2018/10/29,41.5
2207 ㎝ó,2018/10/29,206.5
2301 腳,2018/10/29,35.15
2303 羛筿,2018/10/29,11.6
2308 笷筿,2018/10/29,119.5
2317 翬,2018/10/29,75.5
2327 瓣エ,2018/10/29,320
2330 縩筿,2018/10/29,222.5
2357 地河,2018/10/29,229
2382 約笷,2018/10/29,47.8
2395 地,2018/10/29,211
2408 玭ㄈ,2018/10/29,46.6
2409 ね笷,2018/10/29,11.9
2412 い地筿,2018/10/29,109.5
2454 羛祇,2018/10/29,208
2474 Θ,2018/10/29,298.5
2633 芖蔼臟,2018/10/29,30.9
2801 裹蝗,2018/10/29,17.35
2823 い关,2018/10/29,28.3
2880 地玭,2018/10/29,17.15
2881 碔ü,2018/10/29,46.9
2882 瓣,2018/10/29,47.5
2883 秨祇,2018/10/29,9.6
2884 ド,2018/10/29,19.6
2885 じ,2018/10/29,14.6
2886 伦,2018/10/29,25.3
2887 穝,2018/10/29,13.35
2890 ッ伦,2018/10/29,10.1
2891 い獺,2018/10/29,19.8
2892 材,2018/10/29,19.4
2912 参禬,2018/10/29,338
3008 ミ,2018/10/29,"3,295"
3045 芖,2018/10/29,110
3481 竤承,2018/10/29,9.28
4904 环肚,2018/10/29,72.5
4938 ㎝河,2018/10/29,55.3
5871 い-KY,2018/10/29,86.4
5880 畐,2018/10/29,17.1
6505 鹅て,2018/10/29,118.5
9904 腳Θ,2018/10/29,30.4
3711 らるщ北,2018/10/29,61.2
5876 坝蝗,2018/10/29,37.35
1101 猟,2018/10/30,34.1
1102 ㄈ猟,2018/10/30,31.7
1216 参,2018/10/30,74.8
1301 鹅,2018/10/30,98.6
1303 玭ㄈ,2018/10/30,75.7
1326 て,2018/10/30,108
1402 环狥穝,2018/10/30,30.15
2002 い葵,2018/10/30,24.15
2105 タ穝,2018/10/30,42.55
2207 ㎝ó,2018/10/30,208
2301 腳,2018/10/30,35.75
2303 羛筿,2018/10/30,11.7
2308 笷筿,2018/10/30,125
2317 翬,2018/10/30,76.4
2327 瓣エ,2018/10/30,298
2330 縩筿,2018/10/30,223
2357 地河,2018/10/30,227
2382 約笷,2018/10/30,47.75
2395 地,2018/10/30,207
2408 玭ㄈ,2018/10/30,48.5
2409 ね笷,2018/10/30,11.75
2412 い地筿,2018/10/30,108.5
2454 羛祇,2018/10/30,207
2474 Θ,2018/10/30,298
2633 芖蔼臟,2018/10/30,30.35
2801 裹蝗,2018/10/30,17.5
2823 い关,2018/10/30,28.65
2880 地玭,2018/10/30,17.35
2881 碔ü,2018/10/30,47.5
2882 瓣,2018/10/30,48.35
2883 秨祇,2018/10/30,9.76
2884 ド,2018/10/30,19.85
2885 じ,2018/10/30,14.6
2886 伦,2018/10/30,25.45
2887 穝,2018/10/30,13.5
2890 ッ伦,2018/10/30,10.15
2891 い獺,2018/10/30,19.95
2892 材,2018/10/30,19.4
2912 参禬,2018/10/30,346.5
3008 ミ,2018/10/30,"3,165"
3045 芖,2018/10/30,110
3481 竤承,2018/10/30,9.42
4904 环肚,2018/10/30,73
4938 ㎝河,2018/10/30,54.4
5871 い-KY,2018/10/30,88
5880 畐,2018/10/30,17.25
6505 鹅て,2018/10/30,118.5
9904 腳Θ,2018/10/30,30.4
3711 らるщ北,2018/10/30,61.3
5876 坝蝗,2018/10/30,38.4
1101 猟,2018/10/31,34.7
1102 ㄈ猟,2018/10/31,32.75
1216 参,2018/10/31,74.9
1301 鹅,2018/10/31,101
1303 玭ㄈ,2018/10/31,76.9
1326 て,2018/10/31,112
1402 环狥穝,2018/10/31,31.05
2002 い葵,2018/10/31,24.4
2105 タ穝,2018/10/31,43.55
2207 ㎝ó,2018/10/31,213.5
2301 腳,2018/10/31,35.5
2303 羛筿,2018/10/31,11.8
2308 笷筿,2018/10/31,130
2317 翬,2018/10/31,78.8
2327 瓣エ,2018/10/31,315.5
2330 縩筿,2018/10/31,234
2357 地河,2018/10/31,229
2382 約笷,2018/10/31,48.85
2395 地,2018/10/31,213
2408 玭ㄈ,2018/10/31,51.4
2409 ね笷,2018/10/31,12.2
2412 い地筿,2018/10/31,109.5
2454 羛祇,2018/10/31,227.5
2474 Θ,2018/10/31,311.5
2633 芖蔼臟,2018/10/31,30.7
2801 裹蝗,2018/10/31,17.55
2823 い关,2018/10/31,29.4
2880 地玭,2018/10/31,17.45
2881 碔ü,2018/10/31,48.45
2882 瓣,2018/10/31,49
2883 秨祇,2018/10/31,9.93
2884 ド,2018/10/31,20.5
2885 じ,2018/10/31,15
2886 伦,2018/10/31,26.15
2887 穝,2018/10/31,13.75
2890 ッ伦,2018/10/31,10.5
2891 い獺,2018/10/31,20.65
2892 材,2018/10/31,19.55
2912 参禬,2018/10/31,349
3008 ミ,2018/10/31,"3,350"
3045 芖,2018/10/31,110.5
3481 竤承,2018/10/31,9.37
4904 环肚,2018/10/31,73.7
4938 ㎝河,2018/10/31,56.3
5871 い-KY,2018/10/31,88.2
5880 畐,2018/10/31,17.4
6505 鹅て,2018/10/31,122
9904 腳Θ,2018/10/31,31.35
3711 らるщ北,2018/10/31,62.4
5876 坝蝗,2018/10/31,38.45
1101 猟,2018/11/1,35.65
1102 ㄈ猟,2018/11/1,33.3
1216 参,2018/11/1,76.2
1301 鹅,2018/11/1,101.5
1303 玭ㄈ,2018/11/1,77
1326 て,2018/11/1,110
1402 环狥穝,2018/11/1,30.65
2002 い葵,2018/11/1,24.05
2105 タ穝,2018/11/1,43.5
2207 ㎝ó,2018/11/1,209.5
2301 腳,2018/11/1,37
2303 羛筿,2018/11/1,11.95
2308 笷筿,2018/11/1,130
2317 翬,2018/11/1,79.9
2327 瓣エ,2018/11/1,347
2330 縩筿,2018/11/1,235.5
2357 地河,2018/11/1,237
2382 約笷,2018/11/1,49.2
2395 地,2018/11/1,219
2408 玭ㄈ,2018/11/1,54.4
2409 ね笷,2018/11/1,11.75
2412 い地筿,2018/11/1,107
2454 羛祇,2018/11/1,223.5
2474 Θ,2018/11/1,303
2633 芖蔼臟,2018/11/1,30
2801 裹蝗,2018/11/1,17.45
2823 い关,2018/11/1,29.3
2880 地玭,2018/11/1,17.4
2881 碔ü,2018/11/1,48.3
2882 瓣,2018/11/1,48.75
2883 秨祇,2018/11/1,9.9
2884 ド,2018/11/1,20.35
2885 じ,2018/11/1,14.95
2886 伦,2018/11/1,25.85
2887 穝,2018/11/1,13.7
2890 ッ伦,2018/11/1,10.3
2891 い獺,2018/11/1,20.35
2892 材,2018/11/1,19.4
2912 参禬,2018/11/1,344.5
3008 ミ,2018/11/1,"3,335"
3045 芖,2018/11/1,109.5
3481 竤承,2018/11/1,9.46
4904 环肚,2018/11/1,72.5
4938 ㎝河,2018/11/1,56
5871 い-KY,2018/11/1,91
5880 畐,2018/11/1,17.3
6505 鹅て,2018/11/1,122
9904 腳Θ,2018/11/1,30.9
3711 らるщ北,2018/11/1,62.6
5876 坝蝗,2018/11/1,38.5
1101 猟,2018/11/2,36.45
1102 ㄈ猟,2018/11/2,34.1
1216 参,2018/11/2,75.6
1301 鹅,2018/11/2,101
1303 玭ㄈ,2018/11/2,77.9
1326 て,2018/11/2,109
1402 环狥穝,2018/11/2,31.65
2002 い葵,2018/11/2,24.15
2105 タ穝,2018/11/2,43.35
2207 ㎝ó,2018/11/2,215
2301 腳,2018/11/2,37.25
2303 羛筿,2018/11/2,11.9
2308 笷筿,2018/11/2,129
2317 翬,2018/11/2,81
2327 瓣エ,2018/11/2,345.5
2330 縩筿,2018/11/2,236.5
2357 地河,2018/11/2,237
2382 約笷,2018/11/2,49.6
2395 地,2018/11/2,217.5
2408 玭ㄈ,2018/11/2,56.1
2409 ね笷,2018/11/2,11.7
2412 い地筿,2018/11/2,106
2454 羛祇,2018/11/2,227.5
2474 Θ,2018/11/2,299.5
2633 芖蔼臟,2018/11/2,30.55
2801 裹蝗,2018/11/2,17.6
2823 い关,2018/11/2,29.45
2880 地玭,2018/11/2,17.5
2881 碔ü,2018/11/2,48.9
2882 瓣,2018/11/2,49.5
2883 秨祇,2018/11/2,9.96
2884 ド,2018/11/2,20.95
2885 じ,2018/11/2,15.2
2886 伦,2018/11/2,26.25
2887 穝,2018/11/2,13.75
2890 ッ伦,2018/11/2,10.4
2891 い獺,2018/11/2,20.8
2892 材,2018/11/2,19.65
2912 参禬,2018/11/2,342
3008 ミ,2018/11/2,"3,525"
3045 芖,2018/11/2,108
3481 竤承,2018/11/2,9.38
4904 环肚,2018/11/2,71.5
4938 ㎝河,2018/11/2,55.4
5871 い-KY,2018/11/2,91.3
5880 畐,2018/11/2,17.5
6505 鹅て,2018/11/2,120.5
9904 腳Θ,2018/11/2,31.7
3711 らるщ北,2018/11/2,62.6
5876 坝蝗,2018/11/2,38.6
1101 猟,2018/11/5,35.35
1102 ㄈ猟,2018/11/5,32.45
1216 参,2018/11/5,76.3
1301 鹅,2018/11/5,103
1303 玭ㄈ,2018/11/5,78
1326 て,2018/11/5,111.5
1402 环狥穝,2018/11/5,30.85
2002 い葵,2018/11/5,24.35
2105 タ穝,2018/11/5,43.5
2207 ㎝ó,2018/11/5,214
2301 腳,2018/11/5,37.8
2303 羛筿,2018/11/5,10.75
2308 笷筿,2018/11/5,129
2317 翬,2018/11/5,80
2327 瓣エ,2018/11/5,340
2330 縩筿,2018/11/5,235
2357 地河,2018/11/5,233
2382 約笷,2018/11/5,49.4
2395 地,2018/11/5,220
2408 玭ㄈ,2018/11/5,55.7
2409 ね笷,2018/11/5,11.65
2412 い地筿,2018/11/5,105.5
2454 羛祇,2018/11/5,230
2474 Θ,2018/11/5,290
2633 芖蔼臟,2018/11/5,30.55
2801 裹蝗,2018/11/5,17.65
2823 い关,2018/11/5,29.55
2880 地玭,2018/11/5,17.55
2881 碔ü,2018/11/5,49.2
2882 瓣,2018/11/5,49.6
2883 秨祇,2018/11/5,9.95
2884 ド,2018/11/5,20.9
2885 じ,2018/11/5,15.35
2886 伦,2018/11/5,26.3
2887 穝,2018/11/5,13.85
2890 ッ伦,2018/11/5,10.45
2891 い獺,2018/11/5,20.75
2892 材,2018/11/5,19.75
2912 参禬,2018/11/5,338.5
3008 ミ,2018/11/5,"3,435"
3045 芖,2018/11/5,108.5
3481 竤承,2018/11/5,9.41
4904 环肚,2018/11/5,72.2
4938 ㎝河,2018/11/5,54.4
5871 い-KY,2018/11/5,91.5
5880 畐,2018/11/5,17.55
6505 鹅て,2018/11/5,121.5
9904 腳Θ,2018/11/5,31.35
3711 らるщ北,2018/11/5,62.4
5876 坝蝗,2018/11/5,38.7
1101 猟,2018/11/6,35.1
1102 ㄈ猟,2018/11/6,32.4
1216 参,2018/11/6,75.9
1301 鹅,2018/11/6,103
1303 玭ㄈ,2018/11/6,77.5
1326 て,2018/11/6,110
1402 环狥穝,2018/11/6,30.9
2002 い葵,2018/11/6,24.35
2105 タ穝,2018/11/6,43.25
2207 ㎝ó,2018/11/6,212.5
2301 腳,2018/11/6,38
2303 羛筿,2018/11/6,10.9
2308 笷筿,2018/11/6,127.5
2317 翬,2018/11/6,77.3
2327 瓣エ,2018/11/6,308
2330 縩筿,2018/11/6,234.5
2357 地河,2018/11/6,235
2382 約笷,2018/11/6,49.2
2395 地,2018/11/6,219
2408 玭ㄈ,2018/11/6,52.2
2409 ね笷,2018/11/6,11.9
2412 い地筿,2018/11/6,106
2454 羛祇,2018/11/6,230
2474 Θ,2018/11/6,267
2633 芖蔼臟,2018/11/6,30.3
2801 裹蝗,2018/11/6,17.7
2823 い关,2018/11/6,29.8
2880 地玭,2018/11/6,17.55
2881 碔ü,2018/11/6,49.8
2882 瓣,2018/11/6,49.4
2883 秨祇,2018/11/6,9.93
2884 ド,2018/11/6,20.95
2885 じ,2018/11/6,15.4
2886 伦,2018/11/6,26.25
2887 穝,2018/11/6,13.85
2890 ッ伦,2018/11/6,10.45
2891 い獺,2018/11/6,20.75
2892 材,2018/11/6,19.85
2912 参禬,2018/11/6,328
3008 ミ,2018/11/6,"3,220"
3045 芖,2018/11/6,109
3481 竤承,2018/11/6,10.05
4904 环肚,2018/11/6,71.7
4938 ㎝河,2018/11/6,51.9
5871 い-KY,2018/11/6,91.3
5880 畐,2018/11/6,17.6
6505 鹅て,2018/11/6,120.5
9904 腳Θ,2018/11/6,31.5
3711 らるщ北,2018/11/6,61.6
5876 坝蝗,2018/11/6,38.95
1101 猟,2018/11/7,35.5
1102 ㄈ猟,2018/11/7,33.7
1216 参,2018/11/7,76
1301 鹅,2018/11/7,102.5
1303 玭ㄈ,2018/11/7,77.4
1326 て,2018/11/7,110.5
1402 环狥穝,2018/11/7,31.45
2002 い葵,2018/11/7,24.5
2105 タ穝,2018/11/7,43.4
2207 ㎝ó,2018/11/7,215.5
2301 腳,2018/11/7,38.55
2303 羛筿,2018/11/7,10.95
2308 笷筿,2018/11/7,130
2317 翬,2018/11/7,77.9
2327 瓣エ,2018/11/7,331
2330 縩筿,2018/11/7,234
2357 地河,2018/11/7,233.5
2382 約笷,2018/11/7,49.9
2395 地,2018/11/7,228
2408 玭ㄈ,2018/11/7,55.2
2409 ね笷,2018/11/7,12.05
2412 い地筿,2018/11/7,107
2454 羛祇,2018/11/7,235
2474 Θ,2018/11/7,270
2633 芖蔼臟,2018/11/7,31.15
2801 裹蝗,2018/11/7,17.8
2823 い关,2018/11/7,30
2880 地玭,2018/11/7,17.65
2881 碔ü,2018/11/7,50.3
2882 瓣,2018/11/7,50.1
2883 秨祇,2018/11/7,10.1
2884 ド,2018/11/7,21.1
2885 じ,2018/11/7,15.55
2886 伦,2018/11/7,26.5
2887 穝,2018/11/7,13.95
2890 ッ伦,2018/11/7,10.6
2891 い獺,2018/11/7,21
2892 材,2018/11/7,20
2912 参禬,2018/11/7,316.5
3008 ミ,2018/11/7,"3,280"
3045 芖,2018/11/7,110
3481 竤承,2018/11/7,10.1
4904 环肚,2018/11/7,72.9
4938 ㎝河,2018/11/7,51.3
5871 い-KY,2018/11/7,93.4
5880 畐,2018/11/7,17.85
6505 鹅て,2018/11/7,120
9904 腳Θ,2018/11/7,32.2
3711 らるщ北,2018/11/7,61.2
5876 坝蝗,2018/11/7,39.95
1101 猟,2018/11/8,35.5
1102 ㄈ猟,2018/11/8,33.6
1216 参,2018/11/8,75
1301 鹅,2018/11/8,102
1303 玭ㄈ,2018/11/8,77.3
1326 て,2018/11/8,110
1402 环狥穝,2018/11/8,31.8
2002 い葵,2018/11/8,24.7
2105 タ穝,2018/11/8,43.6
2207 ㎝ó,2018/11/8,219
2301 腳,2018/11/8,38.8
2303 羛筿,2018/11/8,10.85
2308 笷筿,2018/11/8,130
2317 翬,2018/11/8,76.6
2327 瓣エ,2018/11/8,324
2330 縩筿,2018/11/8,236.5
2357 地河,2018/11/8,232
2382 約笷,2018/11/8,50
2395 地,2018/11/8,230.5
2408 玭ㄈ,2018/11/8,53.8
2409 ね笷,2018/11/8,12.2
2412 い地筿,2018/11/8,107
2454 羛祇,2018/11/8,235
2474 Θ,2018/11/8,262.5
2633 芖蔼臟,2018/11/8,30.95
2801 裹蝗,2018/11/8,17.95
2823 い关,2018/11/8,29.95
2880 地玭,2018/11/8,17.7
2881 碔ü,2018/11/8,50.9
2882 瓣,2018/11/8,50.9
2883 秨祇,2018/11/8,10.15
2884 ド,2018/11/8,21.35
2885 じ,2018/11/8,15.6
2886 伦,2018/11/8,26.7
2887 穝,2018/11/8,14.05
2890 ッ伦,2018/11/8,10.7
2891 い獺,2018/11/8,21.2
2892 材,2018/11/8,20.3
2912 参禬,2018/11/8,324.5
3008 ミ,2018/11/8,"3,200"
3045 芖,2018/11/8,109.5
3481 竤承,2018/11/8,10.1
4904 环肚,2018/11/8,72.9
4938 ㎝河,2018/11/8,51.9
5871 い-KY,2018/11/8,93.5
5880 畐,2018/11/8,18
6505 鹅て,2018/11/8,119.5
9904 腳Θ,2018/11/8,32.3
3711 らるщ北,2018/11/8,61.8
5876 坝蝗,2018/11/8,39.9
1101 猟,2018/11/9,34.9
1102 ㄈ猟,2018/11/9,33.05
1216 参,2018/11/9,72.1
1301 鹅,2018/11/9,101
1303 玭ㄈ,2018/11/9,76.6
1326 て,2018/11/9,107.5
1402 环狥穝,2018/11/9,30.95
2002 い葵,2018/11/9,24.25
2105 タ穝,2018/11/9,41.5
2207 ㎝ó,2018/11/9,217.5
2301 腳,2018/11/9,38
2303 羛筿,2018/11/9,10.6
2308 笷筿,2018/11/9,128
2317 翬,2018/11/9,76.1
2327 瓣エ,2018/11/9,329
2330 縩筿,2018/11/9,231
2357 地河,2018/11/9,229.5
2382 約笷,2018/11/9,49.4
2395 地,2018/11/9,231
2408 玭ㄈ,2018/11/9,54.2
2409 ね笷,2018/11/9,12.2
2412 い地筿,2018/11/9,107
2454 羛祇,2018/11/9,228.5
2474 Θ,2018/11/9,268.5
2633 芖蔼臟,2018/11/9,31.1
2801 裹蝗,2018/11/9,17.85
2823 い关,2018/11/9,29.85
2880 地玭,2018/11/9,17.7
2881 碔ü,2018/11/9,51.1
2882 瓣,2018/11/9,51
2883 秨祇,2018/11/9,10.1
2884 ド,2018/11/9,21.2
2885 じ,2018/11/9,15.55
2886 伦,2018/11/9,26.45
2887 穝,2018/11/9,13.95
2890 ッ伦,2018/11/9,10.7
2891 い獺,2018/11/9,21.15
2892 材,2018/11/9,20.25
2912 参禬,2018/11/9,317.5
3008 ミ,2018/11/9,"3,080"
3045 芖,2018/11/9,109
3481 竤承,2018/11/9,10.1
4904 环肚,2018/11/9,73.2
4938 ㎝河,2018/11/9,52.2
5871 い-KY,2018/11/9,92.1
5880 畐,2018/11/9,17.9
6505 鹅て,2018/11/9,117
9904 腳Θ,2018/11/9,31.5
3711 らるщ北,2018/11/9,60.6
5876 坝蝗,2018/11/9,39.55
1101 猟,2018/11/12,35.6
1102 ㄈ猟,2018/11/12,33.7
1216 参,2018/11/12,72.4
1301 鹅,2018/11/12,101
1303 玭ㄈ,2018/11/12,77.3
1326 て,2018/11/12,107.5
1402 环狥穝,2018/11/12,31.5
2002 い葵,2018/11/12,24.25
2105 タ穝,2018/11/12,39.1
2207 ㎝ó,2018/11/12,217.5
2301 腳,2018/11/12,38.45
2303 羛筿,2018/11/12,10.7
2308 笷筿,2018/11/12,128.5
2317 翬,2018/11/12,76.2
2327 瓣エ,2018/11/12,310
2330 縩筿,2018/11/12,231.5
2357 地河,2018/11/12,228
2382 約笷,2018/11/12,49.5
2395 地,2018/11/12,229.5
2408 玭ㄈ,2018/11/12,53.8
2409 ね笷,2018/11/12,12.35
2412 い地筿,2018/11/12,106.5
2454 羛祇,2018/11/12,234.5
2474 Θ,2018/11/12,264.5
2633 芖蔼臟,2018/11/12,31.35
2801 裹蝗,2018/11/12,17.8
2823 い关,2018/11/12,29.85
2880 地玭,2018/11/12,17.7
2881 碔ü,2018/11/12,50.9
2882 瓣,2018/11/12,50.8
2883 秨祇,2018/11/12,10.05
2884 ド,2018/11/12,21.1
2885 じ,2018/11/12,15.55
2886 伦,2018/11/12,26.5
2887 穝,2018/11/12,13.8
2890 ッ伦,2018/11/12,10.6
2891 い獺,2018/11/12,21.1
2892 材,2018/11/12,20.2
2912 参禬,2018/11/12,316.5
3008 ミ,2018/11/12,"3,050"
3045 芖,2018/11/12,109.5
3481 竤承,2018/11/12,10.1
4904 环肚,2018/11/12,72.9
4938 ㎝河,2018/11/12,51.1
5871 い-KY,2018/11/12,94.9
5880 畐,2018/11/12,17.75
6505 鹅て,2018/11/12,117
9904 腳Θ,2018/11/12,32.25
3711 らるщ北,2018/11/12,61
5876 坝蝗,2018/11/12,40.5
1101 猟,2018/11/13,36.4
1102 ㄈ猟,2018/11/13,33.7
1216 参,2018/11/13,75
1301 鹅,2018/11/13,100
1303 玭ㄈ,2018/11/13,76.7
1326 て,2018/11/13,106.5
1402 环狥穝,2018/11/13,31.5
2002 い葵,2018/11/13,24.25
2105 タ穝,2018/11/13,39.2
2207 ㎝ó,2018/11/13,212.5
2301 腳,2018/11/13,38.15
2303 羛筿,2018/11/13,10.45
2308 笷筿,2018/11/13,129
2317 翬,2018/11/13,74.4
2327 瓣エ,2018/11/13,311
2330 縩筿,2018/11/13,227.5
2357 地河,2018/11/13,228
2382 約笷,2018/11/13,48.7
2395 地,2018/11/13,228.5
2408 玭ㄈ,2018/11/13,56.2
2409 ね笷,2018/11/13,12.4
2412 い地筿,2018/11/13,107
2454 羛祇,2018/11/13,231
2474 Θ,2018/11/13,256.5
2633 芖蔼臟,2018/11/13,31.3
2801 裹蝗,2018/11/13,17.75
2823 い关,2018/11/13,29.9
2880 地玭,2018/11/13,17.6
2881 碔ü,2018/11/13,51
2882 瓣,2018/11/13,50.2
2883 秨祇,2018/11/13,10
2884 ド,2018/11/13,21.1
2885 じ,2018/11/13,15.4
2886 伦,2018/11/13,26.5
2887 穝,2018/11/13,13.75
2890 ッ伦,2018/11/13,10.65
2891 い獺,2018/11/13,20.9
2892 材,2018/11/13,20
2912 参禬,2018/11/13,316
3008 ミ,2018/11/13,"3,200"
3045 芖,2018/11/13,110
3481 竤承,2018/11/13,10.1
4904 环肚,2018/11/13,73.4
4938 ㎝河,2018/11/13,51.2
5871 い-KY,2018/11/13,94.8
5880 畐,2018/11/13,17.6
6505 鹅て,2018/11/13,113
9904 腳Θ,2018/11/13,32.5
3711 らるщ北,2018/11/13,59.5
5876 坝蝗,2018/11/13,40.8
1101 猟,2018/11/14,36.35
1102 ㄈ猟,2018/11/14,33.5
1216 参,2018/11/14,74.3
1301 鹅,2018/11/14,100
1303 玭ㄈ,2018/11/14,77
1326 て,2018/11/14,106
1402 环狥穝,2018/11/14,31.5
2002 い葵,2018/11/14,24.1
2105 タ穝,2018/11/14,39.1
2207 ㎝ó,2018/11/14,217
2301 腳,2018/11/14,38.6
2303 羛筿,2018/11/14,10.8
2308 笷筿,2018/11/14,130
2317 翬,2018/11/14,73.3
2327 瓣エ,2018/11/14,306
2330 縩筿,2018/11/14,228.5
2357 地河,2018/11/14,208
2382 約笷,2018/11/14,49.5
2395 地,2018/11/14,227.5
2408 玭ㄈ,2018/11/14,56.5
2409 ね笷,2018/11/14,12.55
2412 い地筿,2018/11/14,107
2454 羛祇,2018/11/14,230
2474 Θ,2018/11/14,255.5
2633 芖蔼臟,2018/11/14,32
2801 裹蝗,2018/11/14,17.85
2823 い关,2018/11/14,29.9
2880 地玭,2018/11/14,17.7
2881 碔ü,2018/11/14,51.2
2882 瓣,2018/11/14,50.4
2883 秨祇,2018/11/14,10
2884 ド,2018/11/14,21.25
2885 じ,2018/11/14,15.6
2886 伦,2018/11/14,26.5
2887 穝,2018/11/14,13.8
2890 ッ伦,2018/11/14,10.7
2891 い獺,2018/11/14,20.7
2892 材,2018/11/14,20.4
2912 参禬,2018/11/14,317
3008 ミ,2018/11/14,"3,190"
3045 芖,2018/11/14,110.5
3481 竤承,2018/11/14,10.15
4904 环肚,2018/11/14,73.9
4938 ㎝河,2018/11/14,50.7
5871 い-KY,2018/11/14,96.7
5880 畐,2018/11/14,17.85
6505 鹅て,2018/11/14,111
9904 腳Θ,2018/11/14,32.7
3711 らるщ北,2018/11/14,59.5
5876 坝蝗,2018/11/14,39.15
1101 猟,2018/11/15,36.15
1102 ㄈ猟,2018/11/15,33.4
1216 参,2018/11/15,73.6
1301 鹅,2018/11/15,101
1303 玭ㄈ,2018/11/15,77.5
1326 て,2018/11/15,107.5
1402 环狥穝,2018/11/15,31.2
2002 い葵,2018/11/15,24.1
2105 タ穝,2018/11/15,39.25
2207 ㎝ó,2018/11/15,219.5
2301 腳,2018/11/15,38.7
2303 羛筿,2018/11/15,11.2
2308 笷筿,2018/11/15,127.5
2317 翬,2018/11/15,74.5
2327 瓣エ,2018/11/15,312
2330 縩筿,2018/11/15,231
2357 地河,2018/11/15,213.5
2382 約笷,2018/11/15,48.85
2395 地,2018/11/15,231
2408 玭ㄈ,2018/11/15,55.9
2409 ね笷,2018/11/15,12.6
2412 い地筿,2018/11/15,107
2454 羛祇,2018/11/15,231.5
2474 Θ,2018/11/15,249
2633 芖蔼臟,2018/11/15,31.9
2801 裹蝗,2018/11/15,17.95
2823 い关,2018/11/15,29.95
2880 地玭,2018/11/15,17.7
2881 碔ü,2018/11/15,51.1
2882 瓣,2018/11/15,50.8
2883 秨祇,2018/11/15,10.05
2884 ド,2018/11/15,21.25
2885 じ,2018/11/15,15.75
2886 伦,2018/11/15,26.4
2887 穝,2018/11/15,13.8
2890 ッ伦,2018/11/15,10.65
2891 い獺,2018/11/15,20.7
2892 材,2018/11/15,20.3
2912 参禬,2018/11/15,321
3008 ミ,2018/11/15,"3,095"
3045 芖,2018/11/15,110.5
3481 竤承,2018/11/15,10.2
4904 环肚,2018/11/15,73.4
4938 ㎝河,2018/11/15,50.3
5871 い-KY,2018/11/15,94.5
5880 畐,2018/11/15,17.85
6505 鹅て,2018/11/15,111
9904 腳Θ,2018/11/15,32.7
3711 らるщ北,2018/11/15,59.5
5876 坝蝗,2018/11/15,39.05
1101 猟,2018/11/16,36.45
1102 ㄈ猟,2018/11/16,33.95
1216 参,2018/11/16,74.8
1301 鹅,2018/11/16,101
1303 玭ㄈ,2018/11/16,78
1326 て,2018/11/16,108
